DATE,AMXL,CEMEXCPO,GFNORTEO,GMEXICOB,MEXCHEM,TLEVISACPO
2015-01-02,14.946827,13.0505,73.114052,39.566196,39.952633,98.90789
2015-01-05,14.780751,12.7393,71.045761,38.018436,37.750702,97.215553
2015-01-06,14.706939,12.9171,70.359413,38.16853,38.198566,96.601959
2015-01-07,14.873015,13.2105,71.880516,39.012749,40.101929,96.522789
2015-01-08,15.159035,13.3794,72.96566,39.547432,40.269852,97.314529
2015-01-09,15.343564,13.335,72.344246,39.706898,41.118912,97.166077
2015-01-12,15.22362,13.1305,70.090439,38.675064,40.73637,94.226746
2015-01-13,15.131353,12.926,69.728729,37.896492,39.159515,94.949203
2015-01-14,15.168261,12.4371,68.652832,36.114235,39.196911,92.900589
2015-01-15,15.334338,12.3748,69.348434,36.564495,39.868664,93.009445
2015-01-16,15.306657,12.1792,72.232941,37.558811,40.652405,92.99955
2015-01-19,15.315883,12.1792,71.92688,36.977222,40.661777,92.890686
2015-01-20,15.601902,12.3482,72.603951,37.239872,40.950977,93.722015
2015-01-21,15.795657,12.3304,74.050835,38.74073,40.9417,96.314957
2015-01-22,15.980187,12.6949,73.234627,39.2285,42.350525,98.987068
2015-01-23,15.915599,12.4282,74.681526,37.877735,41.650749,97.670815
2015-01-26,15.528091,12.4637,74.171394,38.872051,41.995995,98.640686
2015-01-27,15.352788,12.5171,75.030556,38.524979,41.520115,98.254707
2015-01-28,15.103677,12.2859,74.081619,38.046589,40.773762,97.166077
2015-01-29,15.029865,12.3659,73.318764,37.718273,40.279228,97.591629
2015-01-30,14.789977,11.8325,70.769676,37.136692,38.77697,96.552475
2015-02-03,14.789977,12.197,73.728104,38.468693,39.896683,97.61142
2015-02-04,14.789977,11.6103,73.579247,40.907578,39.00095,98.957382
2015-02-05,14.900694,13.1305,73.504845,41.836231,40.876385,98.739647
2015-02-06,14.928372,13.0682,74.035095,42.352146,41.184227,97.007721
2015-02-09,14.928372,13.2549,73.439705,42.38966,40.325901,97.522354
2015-02-10,14.909921,12.9527,72.602417,41.723667,39.140869,99.828293
2015-02-11,14.347109,12.8104,71.141792,41.376595,39.32745,98.700066
2015-02-12,14.937602,13.1927,73.690895,42.145779,40.801693,103.628639
2015-02-13,15.103677,13.0505,74.416542,42.674129,40.083267,102.500412
2015-02-16,15.057544,13.0238,74.584,42.362789,40.073891,103.381226
2015-02-17,15.039088,13.2816,75.877144,42.872269,39.859386,103.499977
2015-02-18,15.085222,13.0594,73.700195,43.145882,39.570087,98.739647
2015-02-19,15.094449,13.1483,74.602608,43.457237,39.887306,98.036987
2015-02-20,15.075995,13.3083,75.123604,44.18372,39.905964,98.55162
2015-02-23,14.75307,13.4416,74.723549,44.429028,39.523415,101.10498
2015-02-24,14.743845,13.6817,75.049156,43.740292,41.253063,99.927269
2015-02-25,14.762299,13.5127,75.011948,42.711884,41.964268,99.264175
2015-02-26,14.956051,13.6994,75.10498,43.419495,40.532467,100.897133
2015-02-27,14.762299,13.4683,75.532936,42.664707,40.785137,100.560654
2015-03-02,14.586995,13.5038,74.546768,42.702446,39.53109,101.431557
2015-03-03,14.476277,13.2994,74.509575,42.16465,39.00695,102.906181
2015-03-04,14.411693,13.1216,74.928223,42.315609,38.033676,102.510307
2015-03-05,14.227165,13.2727,77.021446,42.155216,39.147385,104.370888
2015-03-06,14.236389,12.7838,77.198212,41.419296,39.343842,105.825714
2015-03-09,14.264071,12.8015,77.040054,41.485332,38.847908,104.816238
2015-03-10,14.125673,12.7038,77.719193,40.730549,38.108505,104.915207
2015-03-11,14.024182,12.8193,78.816963,41.287205,38.417385,105.459526
2015-03-12,14.070315,13.2816,79.998482,42.560913,39.325138,105.410042
2015-03-13,14.097994,13.2994,80.761353,42.551479,39.212898,105.123039
2015-03-17,14.024182,13.1394,81.859131,42.202385,38.426689,104.271919
2015-03-18,14.836108,12.9705,83.338341,42.777916,39.109875,101.708664
2015-03-19,14.513184,12.7038,83.170876,43.202496,38.623249,102.916069
2015-03-20,14.503958,12.7038,81.059052,43.334583,38.76368,102.520195
2015-03-23,14.52241,12.8371,80.565971,43.476112,39.250309,102.896278
2015-03-24,14.559315,13.0238,80.92881,43.466671,38.847908,102.144127
2015-03-25,14.430146,12.9438,79.644966,43.325138,38.482899,99.60067
2015-03-26,14.365561,12.7304,79.12397,42.730747,38.192722,98.947487
2015-03-27,14.411693,12.7927,81.840515,41.938213,37.921352,99.531387
2015-03-30,14.577768,12.8993,81.840515,42.579792,37.874538,101.223724
2015-03-31,14.448599,12.8638,82.352196,42.504311,37.284973,99.759018
2015-04-01,14.965279,12.7393,83.356949,42.117474,37.079117,102.698334
2015-04-06,15.029865,13.3616,84.082596,42.579792,38.595139,103.7276
2015-04-07,14.771524,13.4327,85.636246,42.881706,39.409363,103.519775
2015-04-08,14.586995,13.1572,85.050125,42.796795,39.147385,104.281815
2015-04-09,14.734618,13.2105,84.026779,42.513748,38.80109,105.657471
2015-04-10,14.946827,13.2283,81.626541,42.16465,38.932121,106.528374
2015-04-13,15.048315,13.246,81.031143,42.645832,38.585831,106.756004
2015-04-14,15.057544,13.3172,81.505592,43.570454,38.183418,106.083023
2015-04-15,15.343564,13.6461,81.263733,43.844074,39.222202,107.141975
2015-04-16,15.574224,13.6016,83.115051,43.56102,39.970913,106.587753
2015-04-17,15.564999,13.4327,82.901093,43.211929,39.989616,104.07399
2015-04-20,15.61113,13.3794,81.691658,43.202496,39.877293,105.222008
2015-04-21,15.648033,13.4505,82.073105,42.976055,39.970913,106.99353
2015-04-22,15.601902,13.7083,81.654449,43.117577,41.309185,107.864433
2015-04-23,15.795657,13.815,81.198593,43.38176,41.870735,108.072258
2015-04-24,15.657263,14.1528,81.607933,44.089371,41.187546,111.546021
2015-04-27,15.648033,14.2506,81.060783,44.362984,41.983063,110.932419
2015-04-28,15.362016,14.1642,83.010582,44.900772,41.880035,111.100662
2015-04-29,15.140581,14.0717,81.05146,44.268639,41.458939,110.24955
2015-04-30,14.863789,13.6834,81.611206,44.683773,41.122036,110.506859
2015-05-04,14.909921,13.8776,83.551666,45.146084,42.844006,111.833023
2015-05-05,14.725392,13.8129,83.738258,45.591949,42.684956,108.428551
2015-05-06,14.568542,13.6927,82.702713,46.113708,42.610035,107.706085
2015-05-07,14.623901,13.7944,82.935951,46.085247,41.646072,107.785271
2015-05-08,14.550091,14.118,84.325981,46.265484,41.889442,109.378624
2015-05-11,14.503958,14.2752,84.755127,46.255993,41.954956,110.338615
2015-05-12,14.347109,14.2382,83.019897,46.768269,41.739704,109.922951
2015-05-13,14.291749,14.2012,82.646744,47.214134,42.834705,109.240082
2015-05-14,14.540864,14.3399,82.170959,47.394386,43.976414,109.022354
2015-05-15,14.586995,14.4878,82.53479,47.147732,43.976414,109.220284
2015-05-18,14.476277,14.3399,82.684052,46.77776,44.098045,109.843781
2015-05-19,14.430146,14.3121,81.891075,46.199085,43.985813,110.209953
2015-05-20,14.65158,14.1642,81.107437,46.284458,44.126163,109.596367
2015-05-21,14.49473,14.1457,81.228714,46.094734,44.360119,109.230186
2015-05-22,14.420919,13.8683,80.91153,45.905006,43.391819,112.694046
2015-05-25,14.568542,13.8314,81.042137,45.819622,43.851582,111.417366
2015-05-26,14.623901,13.6557,80.295799,45.155571,43.523201,112.5159
2015-05-27,14.799203,13.9146,79.978622,45.430679,43.157215,113.806435
2015-05-28,14.956051,13.5817,81.098106,45.345295,43.241669,115.891167
2015-05-29,14.946827,13.3321,81.098106,45.240948,43.785892,115.593361
2015-06-01,15.159035,13.2212,79.875992,44.159496,43.119698,117.271057
2015-06-02,15.140581,13.48,80.025261,44.709705,43.185402,118.660889
2015-06-03,15.094449,13.2674,79.5588,44.586376,43.354309,117.271057
2015-06-04,14.817655,13.1749,80.333122,43.799007,42.603565,114.967934
2015-06-05,14.75307,13.4431,79.801353,44.187954,42.988308,115.365028
2015-06-08,14.716165,13.4708,79.689407,44.425117,43.832832,114.799171
2015-06-09,14.49473,13.5078,80.81823,44.908924,43.748375,114.590698
2015-06-10,14.679259,13.6372,80.510376,44.899433,43.297935,114.77932
2015-06-11,14.52241,13.6002,80.351776,44.852001,43.729618,117.539101
2015-06-12,14.605447,13.6187,80.389091,45.19352,43.391819,118.234016
2015-06-15,14.513184,13.4615,79.083015,45.240948,43.269852,118.541763
2015-06-16,14.577768,13.554,80.333122,45.791164,43.166645,118.849503
2015-06-17,14.623901,13.6649,79.418861,45.155571,43.344872,117.777359
2015-06-18,15.039088,13.7204,81.088776,45.620403,43.279182,117.429901
2015-06-19,14.937602,13.6372,81.172745,44.56741,43.204147,119.67347
2015-06-22,15.149809,13.7204,81.863098,44.614841,43.279182,119.514633
2015-06-23,15.242072,13.7944,81.965706,44.908924,43.260426,120.348526
2015-06-24,15.260527,13.6002,81.545906,45.772194,43.288609,121.37104
2015-06-25,15.408149,13.6372,80.473061,45.174541,43.157215,122.036163
2015-06-26,15.408149,13.6649,80.59433,45.601433,43.532536,121.966675
2015-06-29,15.297431,13.1657,78.579231,44.216408,42.688015,119.494774
2015-06-30,15.463507,13.3229,80.454391,44.946873,42.594147,121.222122
2015-07-01,15.131353,13.2489,80.585007,44.235386,41.974792,120.477577
2015-07-02,15.251298,13.2489,80.743607,44.25436,42.096859,121.629143
2015-07-03,15.22362,13.2766,79.969292,44.093086,41.402393,121.450447
2015-07-06,15.094449,13.0362,80.724937,42.850357,41.045826,119.762817
2015-07-07,15.417373,13.1749,80.82756,43.182384,41.289761,114.034775
2015-07-08,15.048315,12.7774,81.126099,42.451931,40.407734,111.761421
2015-07-09,14.974505,12.953,82.01236,42.006065,41.261669,111.016876
2015-07-10,15.048315,13.1472,83.430389,41.95863,41.346123,111.185638
2015-07-13,15.232846,13.2581,82.963936,42.300144,40.942524,113.230659
2015-07-14,15.400239,13.2489,82.320221,41.968121,40.773624,112.565529
2015-07-15,15.167747,13.1472,82.189613,41.78788,40.604717,113.756798
2015-07-16,15.297944,13.1564,81.583221,42.518326,40.370117,113.63768
2015-07-17,15.09335,13.2674,81.368645,42.945229,40.49218,113.101601
2015-07-20,15.251444,13.3876,81.91906,42.622677,41.486839,112.893127
2015-07-21,14.981755,13.1564,81.387314,42.366543,44.386475,112.565529
2015-07-22,14.739964,13.2581,80.202522,40.592583,43.832832,112.277634
2015-07-23,14.656267,12.9715,80.062576,40.545151,43.889194,112.912979
2015-07-24,14.367976,12.1764,78.971069,40.27953,44.517868,113.528473
2015-07-27,14.126186,11.8713,78.877777,39.387802,44.048672,110.470871
2015-07-28,14.367976,12.574,79.938293,40.706417,44.517868,110.818329
2015-07-29,14.284279,12.8328,80.359299,41.512764,44.386475,111.20549
2015-07-30,14.191284,12.6017,80.331245,41.209198,44.386475,110.59993
2015-07-31,14.572571,12.6942,79.3395,41.797367,44.283272,111.602577
2015-08-03,14.646966,12.5832,80.480934,40.630527,44.264511,112.148582
2015-08-04,14.870158,12.3983,80.396744,40.411003,43.964222,113.042046
2015-08-05,14.758564,12.2504,78.534882,40.926403,43.307358,107.949341
2015-08-06,14.730664,12.4445,79.53598,40.888229,43.588902,106.221992
2015-08-07,14.563271,12.7404,79.620171,40.802322,43.588902,106.50988
2015-08-10,14.767862,12.9068,79.442421,41.880848,43.335548,107.522469
2015-08-11,14.433075,12.2966,78.488091,40.430096,42.688015,105.53701
2015-08-12,14.274981,12.1856,78.029655,40.563717,42.087425,105.139923
2015-08-13,14.023889,12.1672,79.002686,39.88607,42.303272,105.497299
2015-08-14,14.098287,12.2319,77.646049,39.513832,41.768387,104.752747
2015-08-17,14.386577,12.1209,76.495262,39.752445,41.533783,106.390755
2015-08-18,14.433075,12.2504,75.400589,39.55201,41.580715,106.480103
2015-08-19,14.470274,12.1117,73.987831,39.427933,41.214733,105.507233
2015-08-20,14.209883,11.6494,74.371422,39.294308,40.661076,102.628311
2015-08-21,13.986691,11.0485,72.069832,38.387592,39.244061,101.397331
2015-08-24,13.865795,10.9098,71.583313,37.251801,38.498642,98.796379
2015-08-25,14.005291,11.0485,73.641647,37.585861,38.809307,99.173622
2015-08-26,13.949492,11.2056,73.847481,37.767204,38.244514,100.096855
2015-08-27,14.470274,11.8713,75.522224,39.313404,39.910557,100.642853
2015-08-28,14.330778,11.8713,74.708237,39.943333,39.844761,100.394669
2015-08-31,14.200583,12.1394,75.232201,40.515991,40.400108,101.70507
2015-09-01,14.033189,11.4737,72.706039,39.112968,39.176434,99.372162
2015-09-02,14.061089,11.7141,72.182114,39.189327,39.148155,98.607765
2015-09-03,14.061089,11.7788,73.052223,39.618816,39.524727,98.925438
2015-09-04,13.884396,11.5754,72.621841,38.626202,39.496456,96.83078
2015-09-07,13.912294,11.52,71.901413,39.036613,39.054089,95.669289
2015-09-08,14.116887,11.7973,72.154037,40.286926,39.515278,97.505836
2015-09-09,13.986691,11.7604,72.837029,39.895599,39.675236,96.582596
2015-09-10,13.819298,11.9823,72.500206,40.630524,39.995373,96.393974
2015-09-11,13.726301,11.9453,71.686234,40.382374,39.364666,95.99688
2015-09-14,14.005291,12.1394,72.677971,40.105583,39.411751,94.984306
2015-09-15,13.977392,12.1487,73.688438,40.258297,39.863583,95.937325
2015-09-17,13.986691,12.2966,75.37252,40.353737,40.080074,95.500519
2015-09-18,13.828598,11.8898,75.718697,39.685627,40.023544,95.788406
2015-09-21,14.014589,11.8528,74.464981,39.523376,39.345852,96.076309
2015-09-22,13.679803,11.5569,74.427574,38.97934,38.809307,95.083572
2015-09-23,13.44731,11.1871,74.960861,38.797997,38.941109,93.862518
2015-09-24,13.317115,11.0669,74.745659,38.759827,38.526917,90.99353
2015-09-25,13.289217,10.9467,75.101189,38.826637,39.345852,91.231781
2015-09-28,13.131123,10.5584,74.736305,38.034447,38.545723,88.372719
2015-09-29,13.075324,10.6879,75.615768,38.855259,38.498642,86.853844
2015-09-30,13.038126,10.9005,77.468285,39.055702,39.07291,87.558685
2015-10-01,13.242717,10.9837,77.543129,38.893452,39.524727,86.744652
2015-10-02,13.19622,11.0577,78.319687,39.036613,39.402294,86.695023
2015-10-05,13.800698,11.3166,78.338402,39.666542,39.788223,87.60833
2015-10-06,13.670503,11.3905,77.21566,40.678246,39.6847,87.816795
2015-10-07,13.679803,11.8713,76.850777,41.470432,39.308224,89.127205
2015-10-08,13.7356,12.0192,77.084679,41.861759,40.494179,88.879021
2015-10-09,13.670503,11.936,77.973503,43.217056,42.357925,88.948509
2015-10-12,13.484509,11.7788,78.506821,43.322052,41.962635,87.836655
2015-10-13,13.503109,11.8436,79.395638,42.501228,42.056702,87.588478
2015-10-14,13.19622,12.047,79.582756,42.262619,42.357925,86.704941
2015-10-15,13.279917,11.7696,80.490288,41.537247,41.934372,87.518982
2015-10-16,13.261318,11.9453,82.333443,40.993217,42.122604,87.648033
2015-10-19,13.549607,11.8436,82.473778,41.098206,42.499168,87.965714
2015-10-20,13.317115,11.8621,82.062111,40.649616,42.677956,88.749962
2015-10-21,13.075324,11.6217,82.38958,39.895599,42.668598,87.241013
2015-10-22,13.214819,10.7526,82.296013,39.590187,42.19796,87.60833
2015-10-23,13.326414,10.7341,85.056068,39.876522,41.717857,93.693756
2015-10-26,13.43801,10.3735,82.305374,40.258297,41.877922,92.006119
2015-10-27,13.131123,10.0314,84.10173,39.828796,41.17197,92.542183
2015-10-28,13.047425,10.1794,85.420959,38.578476,41.567249,95.79834
2015-10-29,13.372912,9.98521,84.999931,38.005814,41.821381,96.602448
2015-10-30,13.717,9.6801,83.222267,38.406681,40.32476,95.411171
2015-11-03,13.531009,9.72633,87.619621,38.521214,40.710682,97.912849
2015-11-04,13.270618,9.81879,90.070915,38.53075,41.030712,97.297363
2015-11-05,13.372912,9.88351,88.639435,38.290962,41.124878,96.57267
2015-11-06,13.270618,9.67086,88.592667,38.166256,40.051811,97.059105
2015-11-09,13.010226,9.2733,85.879395,37.878517,39.336399,95.609718
2015-11-10,12.822489,9.25481,85.467735,37.725037,39.317585,95.570007
2015-11-11,12.831878,9.16235,85.692276,37.456459,38.771687,95.94725
2015-11-12,12.906972,9.13462,85.18705,36.679516,38.376305,94.329102
2015-11-13,12.578429,8.6446,84.083038,36.526043,38.065727,92.383354
2015-11-17,12.756781,9.14386,86.955338,35.681961,38.103352,94.120628
2015-11-18,13.30122,9.19933,87.516708,36.382164,39.637619,96.384048
2015-11-19,13.376315,9.24556,85.561295,35.988895,39.656429,95.530304
2015-11-20,13.263673,9.45821,87.797386,36.247879,40.40947,95.45089
2015-11-23,13.226125,9.29179,86.141365,35.346237,40.353027,96.413834
2015-11-24,13.188578,9.35651,84.915726,35.422974,40.105778,95.857903
2015-11-25,12.963292,9.4767,83.277664,35.288696,40.086906,94.696411
2015-11-26,12.944518,9.58765,84.63842,35.557259,39.633732,95.411171
2015-11-27,12.897584,9.60614,84.225487,35.586033,40.09639,95.262268
2015-11-30,12.606591,9.71709,83.981491,34.80909,38.746231,92.671242
2015-12-01,12.906972,9.55991,85.867775,34.876236,39.265511,95.182838
2015-12-02,12.512721,9.38425,84.751022,34.2048,37.915451,95.728851
2015-12-03,12.531495,9.25481,83.812569,34.080109,37.99094,94.736115
2015-12-04,12.362533,9.21783,83.718735,34.089695,37.282864,95.599792
2015-12-07,12.137246,9.00518,82.68644,34.089695,36.659756,96.096161
2015-12-08,11.827479,8.71857,82.029541,33.62928,37.377319,94.259605
2015-12-09,11.865026,8.82951,84.497643,33.773163,36.999615,94.984306
2015-12-10,11.949509,8.80178,83.061821,33.69643,37.254604,95.460815
2015-12-11,11.827479,8.3395,83.136894,34.23357,37.169636,93.425713
2015-12-14,11.846252,8.08062,82.592598,34.339085,37.348953,91.648727
2015-12-15,12.080924,8.27478,85.567467,35.048889,37.821014,94.130554
2015-12-16,12.447014,8.41346,88.608032,35.480526,37.311218,95.321823
2015-12-17,12.249889,8.45044,90.569382,35.749096,37.905972,94.636848
2015-12-18,11.921348,8.30251,89.687248,35.403797,36.622013,94.388664
2015-12-21,11.921348,8.16383,88.354652,35.432568,36.867519,94.329102
2015-12-22,11.724223,8.40422,88.082504,35.298275,36.537048,95.510445
2015-12-23,11.742997,9.00518,87.800972,36.746658,36.933617,95.897614
2015-12-24,11.696063,8.98669,87.388062,36.382164,37.075188,96.264923
2015-12-28,11.48955,8.68158,88.251427,35.854607,37.103546,95.440956
2015-12-29,11.771157,8.60762,88.673721,35.921757,37.027977,96.125946
2015-12-30,11.752383,8.56139,88.364044,35.538078,36.31041,95.123283
2015-12-31,11.376907,8.71857,89.142944,35.288696,36.348248,93.654037
2016-01-04,11.292427,8.43195,86.139923,34.252766,36.546528,91.946556
2016-01-05,11.236104,8.31176,86.074234,34.96257,36.414341,91.221855
2016-01-06,11.020205,8.29327,85.989769,34.118469,35.9328,89.752625
2016-01-07,10.644731,7.63683,84.028427,33.581326,34.422211,89.573936
2016-01-08,10.250483,7.1838,83.38089,32.766006,34.374981,90.933968
2016-01-11,10.475767,7.23928,83.803192,32.766006,35.158638,92.264229
2016-01-12,10.560248,7.3872,83.840721,33.658058,35.130283,95.897614
2016-01-13,10.729214,7.13757,83.165062,33.801941,35.168121,96.046516
2016-01-14,11.001432,7.35947,82.198448,33.801941,35.753391,97.098808
2016-01-15,10.672892,7.32249,80.162018,33.101727,34.771557,94.557434
2016-01-18,10.569636,7.25777,80.208946,32.698868,34.129574,93.862518
2016-01-19,10.625957,6.95266,80.650017,32.593353,33.997379,94.051132
2016-01-20,10.691667,6.81398,79.983727,33.475815,33.666904,92.909492
2016-01-21,10.91695,7.2855,77.966049,33.120914,34.195663,95.153061
2016-01-22,11.236104,7.44268,79.739723,33.360714,34.752686,96.949913
2016-01-25,11.057754,6.90643,80.734467,32.785194,34.157928,95.877762
2016-01-26,11.33936,7.05436,81.20369,33.97459,33.902935,96.671936
2016-01-27,11.602193,7.02663,82.57383,33.034584,33.978519,95.530304
2016-01-28,11.677289,7.21154,83.26828,33.063366,34.101219,93.663971
2016-01-29,12.00583,7.58136,88.805107,33.734791,35.328568,95.421112
2016-02-02,11.911961,7.42419,84.507034,32.161713,34.374981,96.523041
2016-02-03,12.099699,7.76627,85.548698,32.698868,34.478912,95.361534
2016-02-04,12.381305,8.70932,85.051323,34.147243,35.083157,94.537582
2016-02-05,12.221727,8.55214,83.906418,33.341526,34.790421,90.358177
